DataStore	Total Read Count	Forward Read Count	Reverse Read Count	Unknown Read Count	Mean Read Length	Total Read Length	Fold Coverage	Total Quantitation	Median Quantitation	Mean Quantitation	Valid Quantitations
16_BAT_r3_X_GRCm38_bismark_bt2_pe.bam	97385	48460	48925	0	229	22322452	0.008190109516332648	9942.117779016495	7.7524743	7.492176	1327
16_Blood_r1_C_GRCm38_bismark_bt2_pe.bam	29355	14591	14764	0	268	7892851	0.0028958876957645894	11476.06246137619	8.897605	8.648126	1327
16_Blood_r1_N_GRCm38_bismark_bt2_pe.bam	104817	52588	52229	0	249	26154519	0.009596095220946293	4119.007336854935	3.1020522	3.1039996	1327
16_Blood_r1_X_GRCm38_bismark_bt2_pe.bam	50298	25034	25264	0	249	12546860	0.0046034439893114535	9683.106544494629	7.6352835	7.2969904	1327
16_Blood_r2_C_GRCm38_bismark_bt2_pe.bam	29570	14905	14665	0	281	8336622	0.0030587073129899932	11707.52404499054	9.079722	8.82255	1327
16_Blood_r2_N_GRCm38_bismark_bt2_pe.bam	109596	54815	54781	0	247	27105790	0.009945116630857322	4041.9317791461945	3.03773	3.045917	1327
16_Blood_r2_X_GRCm38_bismark_bt2_pe.bam	38589	19201	19388	0	257	9920114	0.003639690660976882	10582.221461296082	8.155098	7.974545	1327
16_Blood_r3_C_GRCm38_bismark_bt2_pe.bam	65030	32369	32661	0	255	16587226	0.006085854614545047	11516.82894062996	8.896947	8.678846	1327
16_Blood_r3_N_GRCm38_bismark_bt2_pe.bam	212294	106277	106017	0	232	49343123	0.018103995978930643	2784.532256126404	2.0838614	2.0983665	1327
16_Blood_r3_X_GRCm38_bismark_bt2_pe.bam	95766	47908	47858	0	235	22593972	0.008289730227170087	9913.62735581398	7.7062707	7.4707065	1327
16_Liver_r1_C_GRCm38_bismark_bt2_pe.bam	37469	18938	18531	0	221	8312422	0.0030498283309545408	10602.920578956604	8.323121	7.990144	1327
16_Liver_r1_N_GRCm38_bismark_bt2_pe.bam	123075	60830	62245	0	217	26766429	0.009820605051413802	3818.1487126350403	2.870387	2.8772786	1327
16_Liver_r1_X_GRCm38_bismark_bt2_pe.bam	59304	29498	29806	0	212	12627492	0.00463302787689338	8813.419091701508	6.8830814	6.641612	1327
16_Liver_r2_C_GRCm38_bismark_bt2_pe.bam	23096	11579	11517	0	224	5181683	0.0019011599285293165	11336.93390750885	8.895645	8.543281	1327
16_Liver_r2_N_GRCm38_bismark_bt2_pe.bam	101256	50601	50655	0	213	21639297	0.007939459889372748	4186.482840538025	3.1519177	3.1548476	1327
16_Liver_r2_X_GRCm38_bismark_bt2_pe.bam	33750	16847	16903	0	213	7213171	0.002646513046596972	9861.793716430664	7.6963234	7.4316454	1327
16_Liver_r3_C_GRCm38_bismark_bt2_pe.bam	19742	9903	9839	0	210	4151945	0.0015233489697184589	10881.688168525696	8.469943	8.200217	1327
16_Liver_r3_N_GRCm38_bismark_bt2_pe.bam	71906	35753	36153	0	203	14608885	0.0053600011352475645	4840.026017904282	3.6457407	3.6473444	1327
16_Liver_r3_X_GRCm38_bismark_bt2_pe.bam	31418	15643	15775	0	200	6301259	0.002311932457096413	9235.786940574646	6.9922647	6.9599	1327
16_scAT_r1_C_GRCm38_bismark_bt2_pe.bam	154590	77220	77370	0	271	41932980	0.015385213888966433	11357.794461488724	8.780944	8.559001	1327
16_scAT_r1_N_GRCm38_bismark_bt2_pe.bam	466267	232257	234010	0	249	116511669	0.0427481411558506	1291.1922976970673	0.9487686	0.973016	1327
16_scAT_r1_X_GRCm38_bismark_bt2_pe.bam	232168	115861	116307	0	248	57703704	0.021171493851035818	9645.739804029465	7.464311	7.2688317	1327
16_scAT_r2_C_GRCm38_bismark_bt2_pe.bam	59845	29850	29995	0	264	15847785	0.005814553649450956	11798.124042272568	9.062625	8.890824	1327
16_scAT_r2_N_GRCm38_bismark_bt2_pe.bam	226041	112577	113464	0	238	54002144	0.019813391175699066	2662.7629857063293	1.9933405	2.0066037	1327
16_scAT_r2_X_GRCm38_bismark_bt2_pe.bam	80450	39848	40602	0	245	19764559	0.007251618359489274	10536.29459643364	8.095195	7.9399357	1327
16_scAT_r3_C_GRCm38_bismark_bt2_pe.bam	81408	40771	40637	0	255	20813647	0.007636528834927652	11636.775903463364	8.904088	8.769236	1327
16_scAT_r3_N_GRCm38_bismark_bt2_pe.bam	256324	127694	128630	0	229	58928379	0.02162082721154275	2414.3463485240936	1.8119564	1.819402	1327
16_scAT_r3_X_GRCm38_bismark_bt2_pe.bam	120145	59678	60467	0	233	28090214	0.010306301879256838	10135.156268835068	7.7575912	7.637646	1327
